Kod,Gmina,Powiat,Wojewodztwo,Rok,Data,Dotacja
3014033,Międzychód (3),Powiat międzychodzki,WIELKOPOLSKIE,2018,2018-04-09,796560
3014033,Międzychód (3),Powiat międzychodzki,WIELKOPOLSKIE,2019,2019-12-14,155659
3014033,Międzychód (3),Powiat międzychodzki,WIELKOPOLSKIE,2020,2020-06-24,6249951
3014033,Międzychód (3),Powiat międzychodzki,WIELKOPOLSKIE,2021,2021-01-06,10102098
3014033,Międzychód (3),Powiat międzychodzki,WIELKOPOLSKIE,2022,2022-04-03,18051359
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2004,2004-01-08,5605358
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2005,2005-10-20,6309271
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2006,2006-01-25,8482935
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2007,2007-09-21,1937151
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2008,2008-11-01,7184994
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2009,2009-08-12,624061
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2010,2010-04-01,805713
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2011,2011-03-01,618365
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2012,2012-11-03,10544897
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2013,2013-07-14,7157908
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2014,2014-12-10,10146740
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2015,2015-04-28,3466292
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2016,2016-10-20,26894406
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2017,2017-12-14,2597697
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2018,2018-03-16,1071004
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2019,2019-01-17,27213017
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2020,2020-08-20,1026351
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2021,2021-12-10,12623115
3014022,Kwilcz (2),Powiat międzychodzki,WIELKOPOLSKIE,2022,2022-07-19,29084910
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2004,2004-07-04,373817
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2005,2005-01-30,492306
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2006,2006-11-05,4531877
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2007,2007-09-23,727037
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2008,2008-01-08,8735676
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2009,2009-04-30,23400189
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2010,2010-02-17,48516675
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2011,2011-06-25,5372638
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2012,2012-05-25,113246
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2013,2013-10-11,1660027
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2014,2014-09-11,62017665
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2015,2015-12-30,8514617
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2016,2016-12-19,3183912
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2017,2017-07-24,4953661
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2018,2018-11-30,33895568
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2019,2019-07-13,6817643
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2020,2020-07-17,17880713
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2021,2021-09-30,37343433
3014012,Chrzypsko Wielkie (2),Powiat międzychodzki,WIELKOPOLSKIE,2022,2022-07-22,16534727
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-05-22,3720257
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-04-28,21085975
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-04-16,4902278
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-07-06,13626586
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-01-31,6787948
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-11-07,4770184
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-09-16,46470732
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-12-23,13046980
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-12-08,20905292
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-02-23,3256863
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-01-15,4780185
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-09-06,3401818
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-12-03,485589
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-06-01,11254
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-05-11,3659219
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-11-17,10613225
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-03-29,3490330
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-04-04,1175679
3013072,Włoszakowice (2),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-11-19,30262124
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-04-22,2957093
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-03-26,2472567
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-09-17,7824540
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-04-24,1578869
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-04-20,472667
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-08-23,10353046
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-01-18,13292256
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-09-19,6479094
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-05-05,5802910
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-02-03,11392345
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-04-15,33558044
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-09-07,25856385
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-02-22,8922078
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-06-14,3251745
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-11-17,17709185
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-02-28,44965021
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-11-02,713275
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-11-12,24203738
3013062,Wijewo (2),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-08-24,4681756
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-06-10,354415
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-07-06,311344
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-09-17,381497
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-01-22,4039942
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-03-15,5476394
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-01-18,14010042
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-03-18,49006930
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-01-01,16754857
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-06-05,3517489
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-10-29,5648331
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-06-27,2520210
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-05-17,11881703
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-03-11,30609241
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-03-27,6219339
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-01-26,684823
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-12-19,27956645
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-07-28,18146073
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-12-11,29843671
3013052,Święciechowa (2),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-03-13,2449872
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-03-01,1423800
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-11-18,1506807
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-02-23,861999
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-03-04,230885
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-02-25,2926050
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-02-10,29900274
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-08-13,5346851
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-07-23,3529715
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-09-11,4788235
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-09-02,578354
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-04-08,10141565
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-04-11,11806888
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-09-16,38184487
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-07-17,46156656
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-04-14,632105
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-09-27,24103238
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-06-15,136143
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-03-18,3166392
3013043,Rydzyna (3),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-10-17,41122534
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-07-08,1881716
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-12-15,710662
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-08-14,30888
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-10-14,515024
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-11-05,13347636
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-01-12,8662409
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-05-18,822379
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-09-23,9659068
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-06-19,37180873
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-01-31,6113955
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-12-01,2778972
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-03-28,4196873
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-11-20,7819342
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-03-30,12482659
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-09-02,11266603
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-12-28,7654252
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-07-19,4676646
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-01-15,7409113
3013033,Osieczna (3),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-03-15,6071554
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-03-06,1130006
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-04-05,548950
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-06-20,900084
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-10-01,1045204
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-06-06,8187086
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-09-03,4428826
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-08-14,10431779
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-01-26,6146103
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-03-23,1889015
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-02-19,5328939
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-08-21,12116738
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-03-14,4649677
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-01-25,39400579
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-03-23,27150252
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-02-19,8185121
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-02-04,9193353
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-03-03,19139027
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-12-20,2843204
3013022,Lipno (2),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-11-08,4236830
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2004,2004-04-05,7246500
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2005,2005-03-17,1429664
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2006,2006-09-22,1301281
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2007,2007-06-24,2588100
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2008,2008-08-22,1324367
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2009,2009-07-21,1072832
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2010,2010-07-04,8771969
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2011,2011-12-02,3104358
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2012,2012-08-22,11373881
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2013,2013-11-02,10167178
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2014,2014-02-25,1720219
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2015,2015-08-26,22616062
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2016,2016-10-10,783839
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2017,2017-05-07,138694
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2018,2018-07-05,19019470
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2019,2019-11-28,10303581
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2020,2020-12-05,48175568
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2021,2021-03-03,7032256
3013012,Krzemieniewo (2),Powiat leszczyński,WIELKOPOLSKIE,2022,2022-06-11,8607108
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2004,2004-01-13,442371
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2005,2005-10-07,276174
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2006,2006-09-16,1709751
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2007,2007-11-04,2659117
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2008,2008-12-23,5179746
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2009,2009-11-16,29486006
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2010,2010-02-12,372598
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2011,2011-06-27,18589210
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2012,2012-01-21,34843890
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2013,2013-07-12,33872530
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2014,2014-07-27,37255195
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2015,2015-04-12,9373637
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2016,2016-04-15,29591044
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2017,2017-11-04,21660555
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2018,2018-06-17,19010907
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2019,2019-07-01,59816641
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2020,2020-04-24,6344260
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2021,2021-03-20,3016711
3012063,Zduny (3),Powiat krotoszyński,WIELKOPOLSKIE,2022,2022-08-13,5290904
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2004,2004-02-19,396688
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2005,2005-02-16,380921
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2006,2006-06-20,3679130
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2007,2007-04-26,2487100
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2008,2008-08-04,1705234
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2009,2009-02-07,30480006
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2010,2010-09-29,11302436
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2011,2011-04-12,4981223
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2012,2012-10-14,15056152
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2013,2013-02-28,48752514
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2014,2014-04-19,42731404
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2015,2015-11-14,8374362
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2016,2016-04-29,45405
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2017,2017-11-19,13537530
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2018,2018-06-06,627207
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2019,2019-10-18,35641429
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2020,2020-06-05,19148666
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2021,2021-03-24,20450
3010112,Stare Miasto (2),Powiat koniński,WIELKOPOLSKIE,2022,2022-09-29,8036306
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2004,2004-01-25,5318811
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2005,2005-02-28,11522216
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2006,2006-01-13,13283796
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2007,2007-04-28,12779896
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2008,2008-10-28,133199
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2009,2009-02-02,630922
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2010,2010-09-05,2816290
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2011,2011-12-14,3305843
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2012,2012-08-02,21777619
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2013,2013-08-05,6122711
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2014,2014-08-15,54219933
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2015,2015-03-20,22085362
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2016,2016-06-17,363241
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2017,2017-12-19,7359378
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2018,2018-10-27,7500240
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2019,2019-01-27,10225209
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2020,2020-02-06,1408170
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2021,2021-05-10,6856891
3010123,Ślesin (3),Powiat koniński,WIELKOPOLSKIE,2022,2022-02-25,15688110
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2004,2004-02-04,1093682
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2005,2005-01-16,7856418
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2006,2006-09-07,195837
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2007,2007-05-17,5788842
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2008,2008-11-15,3719710
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2009,2009-11-11,1701372
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2010,2010-07-06,12049147
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2011,2011-08-22,62246952
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2012,2012-10-10,6046341
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2013,2013-12-17,35260766
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2014,2014-08-08,13195913
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2015,2015-02-25,7246739
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2016,2016-11-07,714769
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2017,2017-12-21,25634171
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2018,2018-12-14,31132218
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2019,2019-11-09,33465560
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2020,2020-01-17,6908202
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2021,2021-10-05,23630791
3010132,Wierzbinek (2),Powiat koniński,WIELKOPOLSKIE,2022,2022-01-03,1384632
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2004,2004-01-25,664068
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2005,2005-08-26,2388448
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2006,2006-07-04,1526907
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2007,2007-06-01,393853
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2008,2008-09-15,4949520
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2009,2009-08-01,1162466
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2010,2010-05-29,19629087
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2011,2011-04-22,32722854
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2012,2012-06-14,2175783
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2013,2013-04-08,2664495
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2014,2014-08-23,13625473
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2015,2015-11-01,25740853
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2016,2016-08-28,1970236
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2017,2017-05-02,3263065
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2018,2018-09-06,21474088
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2019,2019-04-27,166197
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2020,2020-08-10,8215673
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2021,2021-12-25,8370026
3010142,Wilczyn (2),Powiat koniński,WIELKOPOLSKIE,2022,2022-06-07,45607591
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2004,2004-09-01,1444483
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2005,2005-04-01,151870
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2006,2006-03-10,924788
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2007,2007-05-22,1318604
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2008,2008-07-06,4471414
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2009,2009-11-29,783446
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2010,2010-10-13,6650458
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2011,2011-01-10,859144
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2012,2012-12-03,3208686
3011011,Kościan (1),Powiat kościański,WIELKOPOLSKIE,2013,2013-11-05,104250797
